2017-12-08 00:00:55.948,100.00,1,100.00,1,100.00,1
2017-12-08 00:01:55.149,100.00,2,100.00,3,100.00,2
2017-12-08 00:02:28.208,100.00,2,100.00,2,100.00,1
2017-12-08 00:03:12.727,100.00,2,100.00,1,100.00,3
2017-12-08 00:03:46.822,100.00,3,100.00,3,100.00,3
2017-12-08 00:04:23.132,99.99,3,99.99,3,99.99,2
2017-12-08 00:04:26.615,99.99,1,99.99,3,99.99,1
2017-12-08 00:05:35.427,100.01,3,100.01,1,100.01,3
2017-12-08 00:05:46.818,100.02,2,100.02,2,100.02,2
2017-12-08 00:07:03.594,100.03,3,100.03,3,100.03,3
2017-12-08 00:07:49.290,100.03,3,100.03,1,100.03,1
2017-12-08 00:08:04.119,100.03,1,100.03,2,100.03,1
2017-12-08 00:11:28.377,100.03,3,100.03,2,100.03,3
2017-12-08 00:11:32.296,100.03,3,100.03,2,100.03,2
2017-12-08 00:11:48.075,100.03,3,100.03,2,100.03,3
2017-12-08 00:16:20.568,100.00,3,100.00,2,100.00,2
2017-12-08 00:19:33.127,100.00,3,100.00,2,100.00,1
2017-12-08 00:20:22.232,99.99,3,99.99,2,99.99,2
2017-12-08 00:22:20.217,99.97,2,99.97,3,99.97,1
2017-12-08 00:25:28.502,99.98,3,99.98,2,99.98,2
2017-12-08 00:26:04.257,99.98,2,99.98,1,99.98,2
2017-12-08 00:29:13.161,100.02,3,100.02,1,100.02,1
2017-12-08 00:29:27.710,100.02,1,100.02,3,100.02,1
2017-12-08 00:30:27.740,100.02,2,100.02,2,100.02,2
2017-12-08 00:32:29.969,100.02,2,100.02,3,100.02,2
2017-12-08 00:32:57.777,100.02,1,100.02,3,100.02,1
2017-12-08 00:34:09.920,100.02,1,100.02,3,100.02,1
2017-12-08 00:34:51.947,100.02,2,100.02,2,100.02,2
2017-12-08 00:37:42.898,99.99,1,99.99,3,99.99,2
2017-12-08 00:38:10.352,99.99,1,99.99,1,99.99,1
2017-12-08 00:50:52.451,100.05,3,100.05,3,100.05,3
