2017-12-06 00:02:36.022,99.98,1,99.98,1,99.98,1
2017-12-06 00:03:29.595,99.98,1,99.98,1,99.98,3
2017-12-06 00:10:55.277,100.05,2,100.05,2,100.05,2
2017-12-06 00:14:05.802,100.05,2,100.05,2,100.05,1
2017-12-06 00:16:48.314,100.07,1,100.07,1,100.07,2
2017-12-06 00:17:11.210,100.06,1,100.06,3,100.06,2
2017-12-06 00:21:59.082,100.08,2,100.08,2,100.08,2
2017-12-06 00:22:58.453,100.09,2,100.09,2,100.09,3
2017-12-06 00:23:19.086,100.09,3,100.09,3,100.09,3
2017-12-06 00:23:21.935,100.09,3,100.09,2,100.09,1
2017-12-06 00:23:46.923,100.09,2,100.09,3,100.09,3
2017-12-06 00:28:56.318,100.09,2,100.09,2,100.09,3
2017-12-06 00:29:00.724,100.09,2,100.09,3,100.09,2
2017-12-06 00:32:07.348,100.11,3,100.11,3,100.11,3
2017-12-06 00:32:32.066,100.11,1,100.11,1,100.11,3
2017-12-06 00:33:45.321,100.11,3,100.11,3,100.11,3
2017-12-06 00:33:58.254,100.11,1,100.11,1,100.11,2
2017-12-06 00:34:04.312,100.11,3,100.11,1,100.11,2
2017-12-06 00:34:17.546,100.11,3,100.11,3,100.11,2
2017-12-06 00:36:33.375,100.10,2,100.10,2,100.10,2
2017-12-06 00:38:32.259,100.11,1,100.11,1,100.11,2
2017-12-06 00:39:57.098,100.11,3,100.11,3,100.11,3
2017-12-06 00:41:42.601,100.11,3,100.11,3,100.11,3
2017-12-06 00:43:51.646,100.11,2,100.11,1,100.11,3
2017-12-06 00:44:20.147,100.12,3,100.12,1,100.12,1
2017-12-06 00:47:49.254,100.10,2,100.10,3,100.10,2
2017-12-06 00:48:07.928,100.11,2,100.11,1,100.11,2
2017-12-06 00:48:26.258,100.12,1,100.12,1,100.12,2
2017-12-06 00:49:19.635,100.12,1,100.12,3,100.12,2
2017-12-06 00:52:28.128,100.12,1,100.12,3,100.12,3
2017-12-06 00:52:38.292,100.12,1,100.12,2,100.12,1
2017-12-06 00:53:08.160,100.13,2,100.13,1,100.13,3
2017-12-06 00:53:59.669,100.12,3,100.12,3,100.12,1
2017-12-06 00:56:43.764,100.14,2,100.14,1,100.14,1
2017-12-06 00:56:44.661,100.14,1,100.14,2,100.14,3
2017-12-06 00:57:42.688,100.13,2,100.13,3,100.13,2
2017-12-06 01:00:05.385,100.13,1,100.13,3,100.13,2
2017-12-06 01:01:35.363,100.15,3,100.15,2,100.15,1
2017-12-06 01:02:07.868,100.15,1,100.15,1,100.15,1
2017-12-06 01:02:14.503,100.15,1,100.15,2,100.15,2
2017-12-06 01:03:41.532,100.16,2,100.16,1,100.16,3
2017-12-06 01:04:18.409,100.17,2,100.17,2,100.17,2
2017-12-06 01:04:27.452,100.17,3,100.17,1,100.17,1
2017-12-06 01:06:45.172,100.17,2,100.17,1,100.17,3
2017-12-06 01:07:26.511,100.17,1,100.17,1,100.17,1
2017-12-06 01:08:48.118,100.18,2,100.18,2,100.18,3
2017-12-06 01:13:16.071,100.20,2,100.20,2,100.20,1
2017-12-06 01:15:22.144,100.20,3,100.20,3,100.20,3
2017-12-06 01:15:44.722,100.20,1,100.20,3,100.20,2
2017-12-06 01:16:32.540,100.19,1,100.19,3,100.19,2
2017-12-06 01:21:55.041,100.15,3,100.15,3,100.15,2
2017-12-06 01:21:57.967,100.16,1,100.16,1,100.16,2
2017-12-06 01:24:32.836,100.14,3,100.14,2,100.14,1
2017-12-06 01:25:25.849,100.13,2,100.13,3,100.13,1
2017-12-06 01:27:11.093,100.13,2,100.13,2,100.13,2
2017-12-06 01:30:38.869,100.10,3,100.10,3,100.10,2
2017-12-06 01:32:19.107,100.11,1,100.11,2,100.11,1
2017-12-06 01:33:06.192,100.11,3,100.11,1,100.11,1
2017-12-06 01:33:21.584,100.11,2,100.11,2,100.11,2
2017-12-06 01:33:41.944,100.12,1,100.12,2,100.12,1
2017-12-06 01:37:15.993,100.12,1,100.12,3,100.12,2
